date,time,language,links
20081004,50000,da,1
20081105,50001,zh,1
20081230,50000,ja,2
20081001,30000,zh,2
20081205,110000,es,3
20081013,120000,es,3
20081104,170000,commons.m,1
20081208,200000,sv,1
20081130,130001,sv,1
20081210,130000,fr,14
20081023,120001,de,73
20081228,140001,fi,1
20081221,220000,ru,1
20081208,210000,commons.m,1
20081206,150001,tr,6
20081009,180000,en,470
20081009,80001,commons,1
20081202,140000,ro,1
20081221,60000,it,4
20081204,50000,en,142
20081007,110000,lt,1
20081108,210000,es.n,1
20081031,30000,en.n,1
20081130,180000,tr,2
20081027,210000,id,2
20081017,60000,fr,3
20081102,210000,tr,6
20081001,210000,commons,1
20081213,180001,tr,1
20081201,100000,nl,4
20081014,130000,es,7
20081227,210000,es,4
20081109,210000,id,1
20081030,20000,commons.m,1
20081114,220000,tr,1
20081023,150000,de,111
20081028,140000,ru,3
20081001,100000,ro,1
20081213,130000,en,70
20081010,160000,tr,3
20081130,220000,tr,3
20081002,220000,es,29
20081105,130000,en.n,4
20081006,220001,fr,38
20081204,30000,ja,1
20081110,120000,commons.m,5
20081231,60000,en.n,1
20081113,1,fr,8
20081023,110000,de,82
20081204,150000,nl,3
20081025,60001,de,5
20081205,110000,fi,1
20081023,190000,sv,1
20081213,160000,fr,8
20081011,150000,es.n,1
20081114,210000,de,16
20081115,50001,it,1
20081017,200000,fr,20
20081122,1,en,129
20081214,120001,it,3
20081209,110001,sv,1
20081031,220000,commons.m,1
20081029,10000,pt,2
20081219,100000,no,1
20081003,180000,en.n,3
20081116,200000,es,4
20081224,150000,it,8
20081103,90000,pt.n,1
20081126,60001,en,146
20081212,200000,nl,2
20081123,150000,hu,1
20081128,80000,pl,4
20081017,190000,fr,13
20081113,50000,de,2
20081017,150000,es,21
20081029,170000,fr,17
20081111,10000,id,4
20081217,160000,fr,15
20081004,150000,pl,1
20081030,40000,vi,3
20081112,190000,es.n,1
20081217,150000,fr.n,2
20081025,230000,it,8
20081006,130000,no,6
20081028,100000,en.n,3
20081201,160000,tr,1
20081218,1,id,1
20081007,130000,de.n,1
20081024,90000,ru,6
20081110,220000,de,38
20081128,160000,ru,7
20081217,190000,sv,1
20081012,140000,commons.m,3
20081030,30000,commons.m,1
20081202,180000,es.n,2
20081018,30001,ro,1
20081103,180001,fi,2
20081019,0,lt,1
20081102,130000,en.n,3
20081023,130000,fr,33
20081003,90000,de,48
20081029,1,es,24
20081228,130000,pl,2
20081001,120000,pt,2
20081121,140000,ru,14
20081031,230000,pt.n,1
20081204,180000,tr,4
20081012,60000,de,11
20081120,80000,fr,10
20081217,190000,de,29
20081127,60001,de,3
20081125,220000,nl,3
20081019,130000,nl,6
20081101,100000,fr,13
20081018,30001,en,210
20081230,180000,it,16
20081217,230000,ja,2
20081224,80000,en,85
20081013,100000,zh,2
20081201,10001,it,3
20081003,220001,commons.m,2
20081102,230000,en.n,1
20081020,130001,en.n,3
20081019,230000,es.n,1
20081225,210000,pl,3
20081201,180000,pt,1
20081008,190000,id,4
20081016,140000,it,24
20081017,130000,pt,2
20081127,180001,sv,3
20081210,60000,de,5
20081019,170000,es,6
20081002,100000,de,82
20081015,80000,zh,1
20081106,100000,de,29
20081225,30000,de,5
20081120,90000,tr,1
20081005,90000,it,5
20081026,60001,nl,1
20081105,140000,fi,3
20081013,80000,hu,1
20081203,230000,fr,10
20081218,210000,de,12
20081205,0,de,9
20081011,20000,pt.n,1
20081017,90000,it,22
20081207,90001,fr,1
20081112,210000,pl,3
20081116,80000,fr.n,1
20081003,230000,he,1
20081028,150000,es,7
20081228,100000,nl,3
20081125,170000,es,14
20081015,130000,it,16
20081103,70000,fr,2
20081204,100000,it,3
20081231,90001,tr,1
20081210,200000,es,9
20081112,190000,pt,3
20081126,210000,en.n,1
20081006,190000,en.n,10
20081122,100000,ja,2
20081005,100001,ro,2
20081112,170000,id,1
20081201,0,da,1
20081202,200001,en,161
20081218,100000,no,1
20081113,50000,ja,3
20081001,120000,no,1
20081002,200000,ja,1
20081222,90000,pl,1
20081027,100000,id,4
20081019,40000,da,1
20081001,60000,it,1
20081209,90000,id,8
20081003,0,es.n,3
20081129,50000,ja,2
20081003,70000,es,9
20081114,50000,pt,2
20081128,90000,fr,3
20081203,140000,pt,4
20081020,160000,de,61
20081025,110000,hu,1
20081209,70000,hu,1
20081201,180000,it,11
20081205,130000,nl,1
20081122,230000,tr,1
20081002,150000,tr,1
20081126,210000,tr,2
20081115,70000,it,1
20081119,140000,en,161
20081014,140000,it,47
20081230,60000,pt,1
20081220,100000,pl,2
20081029,20000,pt,6
20081126,150000,id,1
20081006,130000,hu,2
20081123,180001,nl,2
20081210,60000,en.n,2
20081015,50001,fi,1
20081019,210000,de.n,1
20081107,130000,en.n,2
20081130,190001,pl,1
20081013,120000,commons.m,6
20081027,10000,en.n,2
20081126,190000,de,33
20081207,130000,commons.m,1
20081225,110000,it,4
20081126,200000,es.n,2
20081202,70000,ja,1
20081013,30000,pt,8
20081126,70000,en.n,3
20081215,1,ru,5
20081210,140000,tr,1
20081003,100000,en,227
20081113,130000,sv,1
20081101,120001,fr,19
20081214,100000,fi,1
20081227,40000,es,2
20081019,20001,nl,4
20081209,70000,fr,7
20081227,170000,sv,2
20081021,80000,pl,1
20081124,210000,en,208
20081124,230000,fr,14
20081130,110000,vi,1
20081209,90000,www,1
20081115,90000,de,6
20081222,40000,fr,3
20081223,20000,en,110
20081009,160000,commons.m,1
20081118,190000,de,44
20081122,120001,pl,2
20081015,30000,commons.m,1
20081126,190000,en,172
20081010,130001,da,2
20081029,180001,ru,7
20081205,160000,vi,1
20081002,210000,pt,3
20081017,10000,fr.n,1
20081219,200000,en.n,1
20081227,190000,es,4
20081102,1,da,1
20081103,60001,ja,3
20081212,30000,ko,2
20081225,230000,sv,1
20081109,90000,commons.m,2
20081205,190000,en.n,1
20081028,1,fi,1
20081121,110001,it,5
20081119,130000,pt.n,1
20081223,150000,nl,4
20081007,10000,ro,1
20081003,110001,tr,8
20081209,130000,nl,5
20081106,100000,fr,11
20081101,150000,de,31
20081028,180001,tr,2
20081014,1,es,11
20081201,160000,fr,32
20081226,130000,pt,3
20081010,100000,fr,68
20081028,110000,pl,2
20081201,10001,ru,3
20081102,110000,fi,1
20081111,130000,sv,2
20081013,200000,de,113
20081225,210000,sv,1
20081002,90000,pl,4
20081006,150000,fr.n,1
20081028,130000,it,11
20081031,1,tr,3
20081218,90000,commons.m,1
20081011,190001,commons.m,1
20081105,110001,ja,1
20081208,150000,fr,10
20081030,210000,es,6
20081009,10000,it,5
20081229,60000,en,103
20081018,170000,en.n,3
20081022,190000,fr,25
20081224,170000,en,109
20081227,70000,ru,2
20081209,0,en.n,2
20081115,40000,id,2
20081008,50000,ro,1
20081224,80000,it,3
20081108,120000,ru,3
20081108,140000,en.n,3
20081015,100000,en,310
20081105,80000,commons.m,6
20081122,170000,tr,1
20081121,140000,id,4
20081029,120001,tr,2
20081006,170000,no,14
20081109,100000,en,107
20081118,30000,it,1
20081228,230000,pl,2
20081119,120000,fr,13
20081006,180000,lt,3
20081019,190000,it,16
20081207,170000,nl,1
20081123,230000,en,146
20081109,200000,nl,5
20081008,80000,fi,2
20081207,200000,en.n,1
20081126,80000,fr,4
20081223,200000,nl,3
20081026,180001,pl,2
20081207,170000,de,50
20081229,100000,de,26
20081113,50000,en,166
20081014,50000,es,8
20081104,120001,nl,1
20081010,140000,hu,1
20081112,130000,en,165
20081004,70000,de,24
20081031,180001,en.n,2
20081124,140000,tr,1
20081121,40000,lt,1
20081001,110001,fi,2
20081116,40000,en,77
20081222,190001,da,1
20081105,200000,it,18
20081003,230000,fr,19
20081017,110000,de,65
20081111,200000,it,7
20081113,70000,tr,1
20081226,130000,de,28
20081108,90000,pl,1
20081130,70001,ja,1
20081206,120000,ru,14
20081225,210000,ru,4
20081214,60001,de,2
20081120,100000,hu,2
20081001,170001,ro,4
20081023,100000,nl,5
20081010,20001,id,9
20081003,170000,en,321
20081023,90000,fi,2
20081010,200000,hu,1
20081015,60000,ru,3
20081010,30000,pl,1
20081207,60000,it,2
20081102,60001,it,2
20081027,220000,ro,1
20081116,220000,www,1
20081024,120001,tr,1
20081211,120000,lt,1
20081016,220001,ja,2
20081216,210000,fr,21
20081211,170001,fi,1
20081221,130001,cs,1
20081025,20000,id,2
20081227,230000,en.n,2
20081128,220000,ja,1
20081024,80000,no,1
20081227,230000,es,4
20081022,160000,nl,3
20081004,10000,fr,12
20081208,150000,nl,5
20081203,40000,ru,1
20081017,210001,ru,1
20081121,230000,fr,11
20081203,180000,ru,3
20081011,170000,ro,1
20081210,70000,it,1
20081126,100000,de,27
20081223,10001,lt,1
20081218,40000,da,1
20081006,160001,ja,1
20081104,210000,fi,1
20081108,220000,commons.m,1
20081016,150000,pt,1
20081014,170000,de,86
20081020,30000,es,7
20081129,130001,es,6
20081226,190000,de,27
20081016,20000,fr,5
20081215,190000,de,38
20081212,170000,it,4
20081224,110000,lt,1
20081108,100000,ja,2
20081121,80000,de.n,1
20081214,220000,commons.m,2
20081005,170000,id,2
20081226,130000,it,3
20081008,120000,de,145
20081118,10000,es,3
20081204,160000,de,21
20081123,180001,cs,1
20081125,140000,en,183
20081222,170000,pt,4
20081222,130001,ru,3
20081227,170000,commons.m,1
20081207,200000,da,1
20081029,40000,id,3
20081205,130000,commons.m,1
20081012,190001,it,32
20081216,90000,tr,9
20081006,170000,ru,1
20081227,180000,fi,1
20081101,130000,es.n,1
20081020,120000,nl,2
20081203,140000,sv,1
20081119,80000,es,1
20081222,230000,no,1
20081105,130000,tr,1
20081023,50000,es.n,1
20081123,190000,tr,2
20081225,140000,en,73
20081223,90000,de,31
20081129,140000,en,74
20081005,50000,sv,1
20081125,110000,es.n,1
20081028,110000,pt,2
20081112,120001,es,3
20081004,0,sv,1
20081128,40000,ja,1
20081123,150000,tr,3
20081002,30000,tr,1
20081008,190000,pl,7
20081206,120000,tr,1
20081223,10001,ru,1
20081106,1,de,24
20081218,220000,es,4
20081106,220000,es,3
20081226,90000,id,1
20081204,70000,ru,7
20081229,110000,pl,5
20081227,70000,en.n,1
20081227,130000,es,3
20081109,70000,vi,1
20081014,60001,fi,1
20081027,130000,en.n,5
20081130,0,pt,1
20081118,180000,www,1
20081202,160000,no,1
20081116,220000,ar,1
20081011,120000,fr,37
20081014,130000,cs,1
20081225,90000,id,1
20081007,60000,nl,2
20081103,170000,ja,1
20081008,120000,tr,2
20081215,180001,ro,1
20081103,150000,tr,1
20081101,190000,it,6
20081213,70000,it,2
20081102,90000,hu,1
20081213,30000,fr,1
20081008,180000,id,2
20081129,110000,vi,1
20081012,220000,en.n,3
20081123,220000,sv,3
20081224,160000,fr,7
20081027,220000,no,1
20081128,220000,en.n,4
20081002,110001,no,2
20081010,10000,id,5
20081110,170001,en,224
20081001,30000,commons,1
20081120,70000,no,1
20081130,230000,pl,1
20081129,0,de,10
20081024,110000,nl,3
20081009,120000,sv,5
20081104,150000,de.n,2
20081101,180000,fr,11
20081229,20001,pl,2
20081108,220000,fr,16
20081016,0,es.n,1
20081022,200000,sv,1
20081004,30000,pl,1
20081004,220001,pl,9
20081015,90000,sv,1
20081030,200000,de,43
20081019,150000,fr,26
20081121,190000,tr,2
20081125,50000,pt,4
20081009,70000,es,6
20081002,30000,de,4
20081216,60001,commons.m,2
20081220,120000,hu,2
20081023,110000,es,2
20081108,60001,en.n,2
20081203,10000,it,3
20081027,110000,it,16
20081011,90000,commons.m,1
20081130,130001,pl,3
20081209,20000,en,112
20081128,200000,pl,1
20081031,140000,ru,6
20081122,110000,ru,4
20081005,180000,no,4
20081028,100000,es.n,2
20081014,50000,ja,2
20081219,130001,fi,1
20081008,40000,ko,1
20081024,110000,tr,4
20081012,100000,ja.n,1
20081124,70000,fi,1
20081010,210000,es.n,1
20081110,0,es,2
20081010,210000,pt,1
20081024,160000,id,4
20081109,110001,id,3
20081009,60000,id,16
20081126,50000,en,139
20081027,130000,commons.m,2
20081006,90000,hu,4
20081222,170000,en,139
20081129,230000,nl,2
20081029,170000,id,2
20081002,30000,ko,1
20081114,140000,lt,1
20081012,210000,ru,7
20081111,40000,pt,1
20081209,60000,en,95
20081023,210000,pl,4
20081027,120001,fr.n,1
20081006,100001,de.n,3
20081226,110000,pl,3
20081126,180001,fr,12
20081008,220000,sv,4
20081210,120000,en,113
20081207,130000,de,28
20081222,220000,es,11
20081010,190001,cs,1
20081123,220000,nl,1
20081228,70000,commons.m,2
20081102,1,ko,1
20081231,180000,pt.n,1
20081121,170001,en,224
20081023,200000,pl,4
20081127,1,it,2
20081220,90000,it,3
20081220,70001,fr,1
20081215,150000,ru,2
20081007,130000,zh,1
20081028,80000,en,136
20081016,190000,de,66
20081029,230000,pt,2
20081130,150000,nl,1
20081221,120000,commons.m,1
20081216,200000,ru,7
20081021,120001,da,1
20081006,10000,ru,2
20081117,90000,es,1
20081107,210000,no,1
20081027,160000,de,84
20081202,100000,zh,4
20081202,140000,de,45
20081014,110000,de.n,3
20081224,220000,en,93
20081016,200000,cs,2
20081004,160001,en.n,1
20081218,160000,pl,1
20081214,100000,de,8
20081231,90001,ru,9
20081029,30000,da,1
20081215,20000,es,3
20081008,200000,it,41
20081029,50000,id,8
20081213,90000,it,2
20081218,160000,ro,1
20081122,160000,ru,1
20081201,110000,it,12
20081130,220000,sv,1
20081006,180000,es,22
20081119,10000,sv,1
20081118,110000,en.n,6
20081210,200000,lt,2
20081028,190000,lt,1
20081212,20000,commons.m,3
20081231,200000,ar,1
20081210,140000,en,109
20081028,210000,de,62
20081227,40000,en,142
20081006,150000,it,46
20081003,110001,ru,4
20081024,90000,en,170
20081102,210000,fr.n,2
20081229,200001,en,191
20081028,150000,ru,3
20081030,120001,ja,2
20081113,10000,hu,2
20081212,70000,ja,2
20081218,210000,pt,1
20081108,30000,nl,1
20081019,40000,en.n,2
20081222,30000,de,12
20081230,30000,es.n,1
20081215,160000,tr,5
20081206,150001,de,24
20081226,200001,commons.m,5
20081124,80000,de.n,1
20081002,180000,id,1
20081215,100000,fr,10
20081013,190001,tr,1
20081003,130000,sv,4
20081020,130001,pl,2
20081226,160000,en,102
20081124,190000,it,6
20081105,180000,de,39
20081016,40000,hu,1
20081017,190000,es,8
20081110,130000,fr,15
20081217,230000,es.n,1
20081128,150000,id,2
20081030,110000,es,3
20081001,170001,en.n,9
20081027,80000,it,5
20081105,210000,no,3
20081231,120000,commons,4
20081130,210000,ko,1
20081127,190000,en,84
20081203,90000,it.n,2
20081023,150000,en,377
20081015,110001,fr,35
20081017,220000,de.n,1
20081004,200000,hu,1
20081230,20001,en,104
20081130,20001,id,1
20081003,200000,de,59
20081005,190000,sv,2
20081005,10000,fr,11
20081230,220000,no,3
20081129,230000,fr,7
20081027,210000,it,9
20081226,160000,fr,19
20081123,30000,en.n,1
20081001,50001,ja,3
20081207,50000,es,1
20081222,60000,de,11
20081014,230000,nl,9
20081121,190000,fr.n,1
20081113,100000,fi,1
20081031,70000,ko,1
20081023,110000,pl,1
20081019,90000,de.n,1
20081006,90000,tr,3
20081112,200000,hu,1
20081007,90000,en,538
20081014,20000,id,9
20081114,30000,de.n,1
20081007,120000,pt,3
20081102,190000,pl,2
20081019,20001,ro,1
20081030,20000,fr,6
20081027,70000,id,6
20081003,80000,commons.m,3
20081111,50001,zh,1
20081109,70000,en.n,2
20081010,200000,it,35
20081106,110001,fr,18
20081005,200000,es,17
20081120,70000,en.n,4
20081127,70000,vi,1
20081127,160000,fr.n,1
20081225,60000,de,1
20081010,10000,hu,1
20081024,60001,de.n,1
20081020,170000,es,10
20081210,110001,ru,3
20081112,10000,it,6
20081017,70000,id,11
20081111,90000,pl,1
20081210,50001,pl,1
20081010,190001,www,1
20081102,130000,lt,1
20081015,220000,it,26
20081219,10001,fr.n,1
20081216,150000,ko,1
20081202,120000,tr,1
20081006,20000,fr,6
20081214,150000,de.n,1
20081129,70001,de,5
20081125,90000,da,1
20081004,110000,de,47
20081104,100000,de,57
20081204,80001,id,2
20081105,200000,commons,1
20081103,140000,fr,14
20081127,210000,it,5
20081210,80000,de,14
20081006,220001,no,1
20081013,0,fr,5
20081013,90000,ro,2
20081010,100000,ro,2
20081008,210001,id,1
20081016,160001,es,13
20081101,230000,commons.m,3
20081214,120001,cs,1
20081121,150000,hu,1
20081009,190000,tr,1
20081031,100000,ja,1
20081122,10000,en,143
20081211,170001,en,141
20081226,170000,it,8
20081003,0,fr,13
20081216,90000,cs,1
20081130,130001,id,1
20081119,200000,no,1
20081109,180000,de,36
20081003,160001,pl,1
20081111,180001,en.n,1
20081104,100000,es,2
20081229,150000,fr.n,1
20081031,1,nl,1
20081112,60001,id,2
20081014,230000,fr,16
20081006,180000,de.n,1
20081002,140000,tr,4
20081024,170000,nl,2
20081225,50000,tr,1
20081110,140000,ru,8
20081227,140001,id,2
20081216,20000,fi,1
20081023,180001,nl,3
20081116,190000,commons.m,1
20081008,140000,en,565
20081203,30000,fr,1
20081014,100000,ru,2
20081022,230000,es,12
20081017,50000,ja,1
20081005,180000,lt,4
20081008,140000,commons.m,1
20081128,50000,it,2
20081230,140001,no,1
20081220,200000,es.n,1
20081101,220000,de,19
20081019,60000,nl,4
20081111,80000,en,120
20081224,190001,en,75
20081007,120000,zh,1
20081028,40000,es,3
20081219,70001,pl,1
20081118,130000,it,5
20081228,180000,de.n,2
20081022,230000,id,1
20081008,30001,en.d,1
20081012,140000,en.n,7
20081118,190000,tr,1
20081218,20000,es,3
20081018,140000,no,1
20081219,80000,es,2
20081129,100000,da,1
20081008,210001,sv,7
20081005,50000,zh,1
20081128,160000,en,115
20081211,20000,ja,1
20081109,190000,en,120
20081124,140000,ru,2
20081109,60000,ru,3
20081118,160000,de,53
20081007,90000,es,6
20081221,200000,ru,4
20081122,80000,vi,1
20081122,20000,lt,1
20081012,130001,hu,1
20081101,100000,it,14
20081015,180000,en,412
20081028,180001,pt,2
20081004,100001,sv,1
20081015,160000,en.n,5
20081208,80000,ru,4
20081024,40000,fr,2
20081016,170000,es,15
20081219,50000,de,5
20081023,220000,commons.m,2
20081210,190000,commons.m,4
20081125,50000,es,5
20081221,110000,it,4
20081228,160000,ru,2
20081025,30000,id,3
20081121,70000,fr.n,1
20081128,60000,vi,1
20081217,100000,ru,10
20081230,90000,ko,2
20081007,0,commons.m,4
20081231,0,en.n,1
20081126,40000,ru,1
20081208,120000,fr.n,1
20081229,190000,it,6
20081108,1,pl,3
20081103,60001,fr,4
20081216,210000,tr,3
20081023,100000,fr.n,1
20081211,150000,commons.m,6
20081126,20000,en.n,2
20081101,180000,fi,1
20081223,160000,cs,1
20081212,140000,pt,1
20081228,100000,id,2
20081007,110000,ja,3
20081005,210000,es,11
20081211,80000,fr,8
20081123,180001,commons.m,2
20081204,60000,de,2
20081224,20000,commons.m,1
20081001,110001,ro,1
20081025,130000,pl,3
20081226,50000,pl,1
20081201,90000,sv,1
20081013,140000,id,7
20081112,150000,es.n,1
20081217,100000,tr,3
20081220,150000,ru,1
20081231,110000,fi,1
20081105,120000,ru,3
20081229,10000,sv,3
20081201,220000,en.n,2
20081013,200000,en.n,8
20081029,180001,id,1
20081224,10001,id,1
20081212,170000,en,139
20081015,80000,fr,12
20081111,230000,en,170
20081225,40000,fr,2
20081005,40001,it,1
20081110,200000,ru,4
20081231,130000,tr,2
20081019,200001,ru,7
20081124,190000,hu,1
20081118,120001,pl,1
20081018,120000,commons.m,3
20081011,80000,pt,3
20081027,110000,zh,1
20081119,230000,cs,1
20081225,10001,commons.m,5
20081130,100000,en.n,2
20081229,60000,en.n,1
20081012,80000,pl,1
20081014,70000,fr,7
20081223,210000,id,2
20081218,1,es,13
20081023,180001,hu,2
20081227,130000,it,3
20081206,80000,tr,1
20081016,100001,de.n,3
20081010,150000,it,78
20081125,230000,sv,3
20081026,10000,es,3
20081210,210000,commons.m,1
20081011,60000,ro,1
20081214,130000,fi,2
20081017,190000,tr,7
20081103,140000,ru,4
20081228,70000,es,2
20081205,30000,en.n,1
20081008,170000,commons.m,1
20081129,110000,it,3
20081201,100000,sv,1
20081207,70000,ko,2
20081113,210000,vi,1
20081013,140000,ro,1
20081020,90000,en.n,2
20081106,110001,nl,1
20081117,60000,ja,2
20081213,1,it,4
20081119,80000,de,12
20081112,180001,ja,2
20081013,220000,pt,2
20081218,170000,en,139
20081014,10000,sv,1
20081118,200000,www,1
20081024,230000,es,5
20081001,130000,cs,1
20081203,200001,commons.m,1
20081017,180000,fr.n,3
20081015,50001,en,258
20081030,160000,ja,6
20081024,210000,ru,3
20081016,110000,lt,2
20081010,50000,en,410
20081224,210000,sv,1
20081025,20000,vi,1
20081219,10001,tr,1
20081227,130000,nl,3
20081113,160000,es,5
20081217,150000,ru,4
20081112,190000,pt.n,1
20081016,230000,id,1
20081202,180000,commons.m,1
20081127,90000,it,6
20081028,80000,sv,1
20081222,160000,nl,3
20081023,60001,ru,1
20081109,100000,fr,7
20081118,130000,ar,1
20081110,120000,en,121
20081013,160000,en,512
20081025,150000,fr,12
20081002,140000,de,73
20081202,90000,nl,4
20081003,190000,de.n,1
20081125,150000,no,2
20081028,180001,fr,26
20081205,190000,hu,2
20081023,60001,hu,2
20081111,80000,ru,1
20081129,160000,fi,1
20081206,170000,pl,1
20081106,200000,sv,1
20081019,160000,fr.n,1
20081107,160000,it,7
20081216,160000,fi,2
20081112,90000,nl,3
20081101,60000,tr,1
20081130,50000,it,1
20081101,60000,fr,4
20081015,190000,sv,8
20081002,70000,en.n,2
20081118,70000,en.n,3
20081113,80000,commons.m,1
20081230,180000,de,27
20081210,220000,it,27
20081114,30000,de,7
20081011,160000,fr,29
20081102,150000,nl,2
20081109,140000,ru,2
20081127,110000,ru,5
20081103,170000,de.n,2
20081012,60000,en.d,1
20081103,200000,pl,3
20081217,70000,id,1
20081202,170000,nl,1
20081017,160001,ru,2
20081204,200001,en,174
20081102,230000,id,2
20081025,150000,en.n,2
20081106,190000,commons.m,4
20081105,10000,de,14
20081222,20000,fi,1
20081219,230000,es,1
20081003,120000,sv,3
20081217,170000,pl,1
20081223,40000,ja.n,2
20081105,180000,fr,17
20081110,180000,es,6
20081215,110000,en.n,1
20081130,190001,cs,3
20081117,180000,fr,24
20081117,70000,ro,1
20081231,80000,id,1
20081213,10000,es,3
20081127,70000,es,4
20081109,160000,en.n,2
20081001,110001,en.n,1
20081026,20000,commons.m,1
20081015,200000,tr,1
20081217,40000,pt,1
20081031,80000,es,1
20081015,80000,fi,1
20081229,220000,pt,2
20081014,200000,pt,1
20081006,130000,vi,3
20081013,70001,vi,2
20081127,190000,nl,1
20081010,120000,es,7
20081206,170000,nl,6
20081006,130000,lt,1
20081124,30000,fr,1
20081027,1,nl,3
20081012,130001,ja,1
20081220,100000,commons.m,1
20081226,230000,ru,4
20081124,230000,ru,6
20081008,60000,ru,3
20081116,110001,fi,1
20081105,230000,fr,9
20081229,230000,ru,2
20081215,160000,commons.m,3
20081103,110000,es,4
20081218,170000,fr,29
20081124,80000,fr,8
20081007,110000,fr,51
20081113,40000,en.n,2
20081009,0,no,1
20081225,210000,en.n,1
20081124,90000,ar,1
20081129,220000,tr,2
20081113,150000,es.n,1
20081205,140001,pl,2
20081003,100000,zh,1
20081020,80000,en,225
20081103,80000,ja,1
20081106,210000,sv,1
20081207,30001,fr,1
20081126,160000,ru,5
20081203,200001,fi,2
20081211,10000,es,3
20081205,10000,fi,1
20081021,120001,de,63
20081127,30000,de,2
20081225,80000,ru,3
20081222,160000,en,166
20081013,130001,zh,1
20081231,30001,fr,1
20081124,40000,de.n,2
20081022,230000,es.n,1
20081118,0,en.n,5
20081102,20000,ja,2
20081106,50001,commons.m,3
20081123,120001,tr,4
20081108,80000,ko,1
20081006,90000,el,1
20081005,200000,fi,2
20081207,220001,ru,3
20081125,10000,en,171
20081019,210000,de,124
20081207,160001,it,3
20081113,100000,es.n,1
20081111,40000,nl,1
20081126,150000,de,52
20081128,120000,pl,3
20081109,230001,ar,1
20081015,10000,fr.n,1
20081013,180000,ja,1
20081123,130000,id,1
20081206,190000,it,4
20081204,220000,en,142
20081123,220000,en,166
20081031,190000,ar,3
20081007,200000,nl,11
20081214,120001,en.n,4
20081126,110000,fr,16
20081208,120000,hu,1
20081029,1,es.n,4
20081011,110000,pl,2
20081101,210000,fr,5
20081229,80001,en.n,2
20081213,80000,fr,2
20081009,210000,commons.m,5
20081102,170000,ko,1
20081030,130000,nl,6
20081118,90000,vi,2
20081019,30000,en,176
20081124,10000,pt,1
20081128,150000,en,117
20081108,1,pt,1
20081001,230001,pl,1
20081007,70000,ja,2
20081001,70000,ru,2
20081129,20000,es,2
20081014,100000,en.n,1
20081019,50000,de,4
20081121,140000,es,1
20081020,120000,id,12
20081226,90000,de,2
20081013,140000,tr,5
20081123,150000,id,3
20081102,180001,lt,1
20081028,10000,no,1
20081205,50000,ar,1
20081122,10000,fr,10
20081206,60000,de.n,1
20081007,130000,ro,2
20081012,110000,ru,5
20081023,40000,de,6
20081225,190001,ja,1
20081228,120000,cs,1
20081023,220000,hu,1
20081231,120000,de,28
20081015,70000,es,4
20081222,110000,es.n,1
20081114,190000,sv,1
20081211,180000,de,51
20081014,1,commons.m,2
20081016,180000,it,12
20081223,80000,it,2
20081222,220000,ro,1
20081214,120001,de,36
20081127,170000,vi,1
20081010,120000,it,58
20081221,110000,vi,1
20081221,70001,fr,8
20081028,30000,es,5
20081018,160000,fr,20
20081024,220000,ru,3
20081019,60000,fr,2
20081118,80000,no,1
20081129,70001,commons.m,1
20081121,150000,nl,2
20081031,140000,vi,1
20081110,50001,de,6
20081227,90000,es,3
20081121,220000,ru,8
20081005,140000,nl,7
20081121,200000,en.n,1
20081126,130000,commons.m,5
20081031,170000,id,1
20081204,130000,pt,2
20081126,140000,vi,2
20081209,230001,fr,8
20081015,40000,en.n,2
20081026,180001,pt,1
20081028,100000,pt,2
20081010,110000,it,71
20081224,130001,it,2
20081124,220000,pl,2
20081006,120000,hu,1
20081230,160000,tr,4
20081030,170000,sv,3
20081224,60000,es,2
20081122,20000,en,111
20081010,180000,es,13
20081113,220000,es,11
20081110,220000,tr,3
20081220,90000,nl,1
20081028,110000,commons.m,2
20081008,10000,ja,1
20081006,140000,it,39
20081231,220000,pl,2
20081023,40000,fi,1
20081124,110000,no,1
20081215,180001,no,2
20081207,20000,es.n,2
20081023,1,no,1
20081006,220001,it,32
20081019,100000,it,16
20081008,210001,pl,6
20081015,100000,de,84
20081119,20000,ko,1
20081030,220000,ru,1
20081125,20000,de,5
20081205,130000,es,4
20081204,20001,en.n,2
20081214,150000,tr,1
20081229,120000,nl,3
20081002,40000,fr,8
20081112,60001,de,3
20081119,60001,commons.m,1
20081004,200000,sv,1
20081216,80000,zh.n,2
20081030,210000,en,206
20081010,180000,vi,2
20081012,10001,es,14
20081124,150000,tr,1
20081009,20001,pt.n,1
20081124,170000,ar,1
20081130,150000,it,6
20081102,230000,es,4
20081114,50000,es,1
20081002,170001,no,1
20081102,200000,en,138
20081003,130000,fr,37
20081209,70000,ar,1
20081021,1,tr,2
20081123,1,es,5
20081008,150001,fr,72
20081023,120001,en,176
20081016,190000,ru,3
20081016,80000,ja,1
20081025,220000,pt,2
20081228,180000,fi,1
20081202,230000,commons.m,2
20081125,40000,id,4
20081025,90000,fi,3
20081119,40000,es,2
20081205,90000,pt,1
20081015,80000,nl,17
20081228,0,vi,1
20081112,150000,pl,1
20081026,140000,vi,3
20081102,90000,fr,5
20081105,1,en,163
20081109,220000,it,8
20081008,230000,commons.m,4
20081006,190000,pt.n,1
20081013,150000,lt,1
20081115,170001,pl,1
20081002,120000,it,31
20081206,130000,id,3
20081228,220000,pl,1
20081006,70000,it,6
20081121,130000,fi,1
20081113,150000,ru,4
20081002,150000,no,2
